,id,amount_tsh,gps_height,region_code,district_code,population,public_meeting,permit,construction_year,extraction_type_class,management_group,payment_type,quality_group,quantity_group,source_class,waterpoint_type_group,status_group
36328,33936,0.0,0,17,2,354,0,0,1998,2,0,1,0,3,0,1,2
6496,54634,0.0,0,18,1,325,1,1,2000,0,0,1,0,0,0,3,2
44779,61631,400.0,706,10,1,1,1,0,1988,0,0,0,0,0,1,0,2
15346,39406,0.0,517,5,6,230,1,1,2010,2,0,1,1,1,0,1,0
344,14135,0.0,1604,21,2,215,1,1,2005,0,0,1,0,1,0,0,2
4233,10640,0.0,0,12,6,817,0,0,1994,2,0,4,0,3,0,1,2
17232,69986,0.0,2342,11,3,438,1,0,1978,0,0,1,0,0,0,0,2
18644,60359,0.0,0,17,8,283,1,0,2000,0,1,3,0,3,1,0,2
41613,64433,1000.0,1603,13,2,230,1,0,1980,2,0,4,0,1,0,1,2
9935,48097,500.0,1677,4,1,1,1,1,2005,0,0,6,0,0,0,0,2
45971,18066,0.0,0,18,3,843,1,0,1984,0,0,1,0,1,0,0,2
30692,72427,1000.0,326,5,6,1,1,1,1982,2,0,6,1,1,0,1,0
56552,73931,1000.0,1002,10,2,703,1,1,2009,0,0,0,0,0,1,0,2
17980,42940,0.0,1197,19,1,610,0,1,1999,3,1,1,0,1,1,2,1
50422,69595,0.0,1783,4,1,1,1,1,1992,0,0,1,0,0,0,0,2
1796,51005,0.0,-13,4,5,200,0,0,2011,3,2,1,0,1,0,2,0
1764,38861,0.0,1396,16,1,400,1,0,2007,0,0,3,0,0,0,0,2
20116,52041,0.0,0,12,2,289,1,1,2002,0,0,6,0,1,1,0,2
9421,19324,500.0,336,5,6,90,1,1,2006,0,0,6,0,0,1,0,2
40357,11098,0.0,1407,3,1,1,1,1,1975,0,2,6,0,1,0,0,2
55714,59973,0.0,807,15,2,271,1,0,1991,3,0,1,0,2,0,2,0
26948,35559,0.0,0,12,5,641,1,0,2003,2,0,3,0,3,0,1,2
21328,67688,0.0,1252,10,3,96,0,1,1995,0,0,3,0,3,0,0,2
25655,65556,0.0,1247,10,4,705,1,1,2009,0,0,1,0,0,1,0,2
31201,62506,200.0,250,5,3,150,1,1,1997,2,0,4,0,1,0,1,2
33739,12578,0.0,1247,3,4,80,1,1,1974,0,0,3,0,0,0,0,2
45548,43064,0.0,245,6,1,5,0,1,2003,1,2,1,0,0,1,0,2
16926,59142,0.0,0,19,2,314,1,1,1984,3,0,1,0,0,0,2,0
30503,43586,3000.0,1176,20,6,685,1,0,1985,1,0,6,0,0,1,0,0
16922,68387,500.0,1628,11,5,92,1,1,1992,0,0,0,0,0,0,0,2
5004,48944,30.0,250,6,1,20,1,1,2010,1,2,2,0,0,1,0,2
46567,59377,0.0,0,17,2,592,1,0,1989,0,0,1,0,3,1,0,1
44579,34318,200.0,266,5,3,250,1,1,1998,0,0,6,0,3,1,0,1
58048,60589,0.0,-6,7,3,120,1,0,1960,2,0,1,1,2,0,1,0
2702,41752,0.0,0,17,7,354,0,0,1995,2,0,1,0,0,0,1,0
26053,10947,0.0,0,17,7,710,0,0,1986,2,0,3,1,0,0,1,2
58669,42929,0.0,0,19,4,601,1,1,1989,2,0,1,0,1,0,1,2
58836,53973,2000.0,1293,24,30,250,1,1,2011,2,0,0,1,0,0,1,2
42965,32972,0.0,0,14,6,468,0,1,1991,3,1,2,0,0,1,0,2
53454,27676,0.0,1907,21,3,341,1,1,2012,2,3,1,0,0,0,1,2
48061,21172,0.0,1408,3,7,1,1,1,2013,0,0,6,0,0,0,0,2
49829,63202,0.0,0,17,2,585,1,0,1991,0,0,3,0,3,1,0,2
46588,22331,0.0,0,18,30,411,1,0,1992,0,0,1,0,2,0,2,0
29743,27412,0.0,1338,10,3,108,0,1,2012,0,3,3,0,0,0,3,2
6107,21203,0.0,-14,4,5,300,0,0,1972,3,0,1,0,0,0,2,0
7055,21257,0.0,1674,11,1,1,0,1,2011,0,0,1,0,0,0,0,0
55111,70072,8000.0,1468,10,2,834,1,1,1997,1,0,0,0,0,1,0,2
20109,2504,0.0,1613,3,7,1,1,1,1999,0,0,6,0,0,0,0,2
44800,65940,500.0,909,10,5,450,0,0,1995,3,0,6,0,4,0,1,0
23766,41124,200.0,787,10,5,180,1,0,1982,0,0,6,0,3,1,0,2
11659,7499,0.0,1373,20,2,240,1,0,2007,0,0,1,0,0,0,2,2
24258,398,20.0,304,6,1,75,1,1,2008,1,0,2,0,0,1,0,2
44301,20471,0.0,1565,13,2,200,1,0,2000,2,0,1,0,1,0,1,2
48049,43885,25.0,-27,9,5,2238,1,0,2002,1,0,2,5,2,0,0,0
26443,71731,0.0,0,14,4,751,1,1,1991,2,0,1,1,1,0,1,2
29733,73087,0.0,280,5,3,540,1,1,1997,2,0,1,0,1,0,1,2
3891,66631,0.0,0,14,3,773,1,1,1998,4,0,1,0,0,0,0,0
30833,1437,0.0,0,14,4,639,1,1,1984,2,0,1,2,0,0,1,2
54776,56547,0.0,1650,2,2,200,1,1,1991,0,0,1,0,0,0,0,2
6562,16161,50.0,-16,6,1,12,0,1,2001,4,2,2,0,0,1,0,2
23451,63727,0.0,0,12,4,538,1,0,1990,0,0,1,0,1,0,0,2
49685,11621,0.0,0,18,8,838,1,1,1986,4,0,1,0,0,0,0,0
44378,78,3000.0,402,10,1,1,1,0,1998,2,0,0,1,1,0,1,2
8544,17658,0.0,0,12,6,339,0,0,1992,2,0,4,0,3,0,1,2
35890,55025,50.0,709,10,1,1,1,0,2011,1,0,2,0,0,0,0,1
13374,48334,0.0,413,4,2,800,1,0,2007,2,0,1,0,0,0,1,0
51606,29964,50.0,46,6,2,1,1,1,2004,4,2,2,0,0,1,0,0
43831,13605,0.0,0,19,2,561,1,1,1992,2,0,1,0,1,0,1,2
14446,20987,0.0,0,17,3,549,1,1,2000,2,1,3,2,1,0,1,2
21428,28412,0.0,0,18,8,369,1,1,2008,2,0,6,0,1,0,1,2
4797,50473,20000.0,1476,2,2,150,1,1,1995,0,0,6,0,0,0,0,2
28367,54302,0.0,0,12,1,437,1,1,1995,4,0,2,0,0,0,0,1
10782,13110,0.0,0,12,5,842,1,0,1984,2,0,3,5,2,0,1,0
18616,67600,0.0,836,10,5,250,1,0,1982,0,0,1,0,0,1,0,0
23201,29591,0.0,2147,21,3,215,1,1,1995,0,0,1,0,0,0,3,0
48758,28825,0.0,1251,20,4,600,1,0,1998,3,0,3,1,0,0,1,0
37637,35380,0.0,1733,4,1,1,1,1,1985,0,0,1,0,0,0,0,2
33996,47017,0.0,0,18,1,761,1,1,1984,0,0,1,0,2,0,0,0
4141,1301,0.0,1574,3,1,1,1,1,2006,0,2,6,0,1,0,0,2
3485,7824,0.0,604,5,6,50,1,1,1974,0,0,1,0,0,1,0,2
12073,7217,0.0,0,17,2,715,1,0,2003,2,0,3,4,0,0,1,0
10934,11279,10000.0,1862,21,3,132,1,1,1997,2,0,0,0,0,0,1,2
43709,19971,0.0,0,19,6,322,1,1,2006,2,0,1,0,1,0,1,2
860,35778,0.0,-13,4,5,1000,0,0,2005,3,2,1,0,1,0,2,0
56133,47899,0.0,1395,16,1,400,1,0,1988,0,0,3,0,0,0,0,1
11464,15139,0.0,1341,4,1,1,1,1,1963,0,0,1,0,0,0,0,0
21461,41364,1500.0,717,3,2,150,1,1,2009,1,0,6,0,1,0,0,0
25260,68446,50.0,16,7,2,250,0,0,2000,1,0,2,0,0,0,0,2
38952,54656,0.0,0,18,1,490,1,1,1993,0,0,1,0,0,0,0,2
36566,21387,0.0,0,18,2,808,1,1,2003,0,0,6,0,1,1,0,2
19382,42753,0.0,0,18,4,554,1,1,1999,2,0,0,0,0,0,1,2
23753,49677,0.0,1218,2,6,1100,1,1,1996,0,3,4,0,1,1,0,2
40776,50547,0.0,1466,2,2,150,1,1,1998,0,3,3,0,0,0,2,0
42985,25012,10.0,1523,24,30,2000,1,1,2002,0,0,2,0,1,1,0,2
47314,31781,0.0,0,19,2,406,1,1,1984,3,0,1,0,0,0,1,2
13786,25382,5.0,1453,3,5,25,1,1,2006,0,0,2,0,0,0,0,2
42537,53445,500.0,611,10,1,1,1,0,2001,2,0,6,0,1,0,1,0
46554,22213,70.0,170,99,1,200,1,1,1978,1,0,2,0,0,0,0,0
33922,31122,500.0,1830,2,2,150,1,1,1999,0,0,4,0,0,0,0,2
36281,24547,0.0,0,12,4,285,1,0,2001,0,0,3,0,0,0,0,2
44581,42147,0.0,0,17,3,455,1,1,2005,3,0,3,2,2,0,2,0
24855,71964,0.0,0,17,1,426,0,0,1997,2,0,3,0,0,0,1,2
28713,41305,0.0,1589,13,2,300,1,0,2010,3,0,1,0,1,1,0,2
47814,63954,0.0,0,12,4,340,1,0,1994,0,0,3,0,0,0,0,2
53343,10036,500.0,867,16,3,543,1,1,1985,0,0,6,0,3,1,0,2
32337,14381,0.0,0,12,7,835,1,1,1988,0,0,6,0,3,1,0,2
59130,66293,0.0,295,90,33,1,1,1,1985,3,0,3,0,2,0,2,0
1220,69379,0.0,1142,19,1,246,1,1,2011,3,1,1,0,1,1,2,2
9324,28964,200.0,0,4,2,592,1,1,1968,2,0,6,1,1,0,1,0
40934,27249,0.0,0,17,6,325,1,1,2004,2,0,1,0,1,0,1,2
22716,39326,0.0,0,12,2,654,0,0,2001,0,0,4,0,0,1,0,0
40215,70263,0.0,0,19,2,841,1,1,2007,3,0,1,0,0,0,2,0
16454,71056,0.0,0,4,7,1831,1,0,2001,2,0,1,0,1,0,1,2
8383,44674,0.0,1409,20,1,300,1,1,1996,2,0,3,0,0,0,1,0
5752,54050,0.0,1766,4,1,1,1,1,1992,0,0,1,0,0,0,0,2
51776,287,0.0,0,19,2,806,1,1,2001,2,0,1,0,1,0,1,2
2590,63297,0.0,1907,11,2,594,1,0,2000,2,0,1,0,0,0,1,2
2281,15280,2400.0,1328,11,2,576,1,1,2003,0,0,0,0,0,0,0,2
17834,37847,500.0,1477,11,4,120,1,0,2010,2,0,4,0,0,0,1,2
45258,17639,200.0,1140,16,2,500,1,0,2007,3,2,6,0,0,1,0,2
20755,21647,0.0,16,7,3,100,1,0,2000,2,1,1,0,0,0,2,0
15947,66577,0.0,1555,13,4,140,1,1,2003,2,0,1,5,0,0,1,2
8475,10302,1200.0,1267,16,2,500,1,1,1977,0,0,0,0,0,1,0,1
21939,19801,0.0,368,5,6,150,1,1,2008,2,0,1,0,0,0,1,2
59221,23897,0.0,0,19,5,746,1,1,1984,3,0,1,0,2,0,1,0
16150,1086,0.0,0,18,1,794,1,1,2000,0,1,1,0,0,1,0,2
42941,32481,0.0,1222,16,1,500,1,0,2007,0,0,3,0,1,1,0,2
46005,69938,0.0,1079,16,3,220,1,1,1994,0,3,3,0,0,1,0,2
29020,42186,1000.0,1415,11,1,400,1,1,1983,0,0,6,0,2,0,0,0
51739,49859,0.0,1662,2,2,200,1,1,1990,0,0,1,0,0,0,0,2
30352,66475,0.0,1378,5,1,400,1,1,1967,0,0,1,0,0,0,0,2
36128,55187,0.0,0,17,3,566,1,1,2004,2,0,3,0,0,0,1,2
55695,52225,0.0,1345,5,1,150,1,1,2009,0,0,1,0,0,1,0,2
38601,69914,10.0,1299,24,30,2000,1,1,1994,0,0,2,0,3,1,0,2
18816,55601,0.0,757,15,3,1,0,0,1992,3,0,1,0,0,0,2,0
6961,61250,5.0,1172,3,5,60,1,1,1999,0,0,2,0,0,0,0,2
43419,12247,0.0,0,17,8,583,0,1,1995,0,0,3,5,4,0,0,0
45312,42713,500.0,1501,16,2,950,1,1,2008,0,0,4,0,0,0,0,0
46658,67550,0.0,1736,15,2,250,1,1,2009,0,0,4,0,0,1,0,2
47555,5778,0.0,215,5,3,150,1,1,1984,3,0,1,0,1,0,1,0
20795,275,0.0,761,15,3,1,0,0,2007,2,0,1,0,0,0,1,0
7163,47788,0.0,1032,11,1,1,1,1,1990,0,0,1,0,3,0,0,2
48801,17499,100.0,1588,21,2,2992,0,1,2008,1,0,2,1,1,1,0,2
4809,32833,4000.0,200,4,3,1,1,0,2007,0,0,6,1,1,0,0,2
8374,49054,0.0,959,10,2,250,1,1,1993,2,0,4,0,2,0,1,0
38376,27445,0.0,0,12,6,823,1,0,1988,2,0,4,0,0,0,1,2
9858,66039,0.0,0,1,1,679,1,0,1996,0,0,1,0,0,0,0,2
55150,63764,500.0,1317,10,3,89,0,1,2002,0,0,6,0,0,0,0,2
730,49888,50.0,403,90,33,1,1,1,1992,2,0,2,0,2,1,1,0
51376,73399,0.0,0,12,7,284,1,1,1993,0,0,6,0,3,1,0,1
14310,29775,0.0,1161,2,7,130,1,0,2006,0,0,3,0,0,1,0,2
19409,764,50.0,1671,13,2,1,1,0,2000,1,0,2,0,1,0,0,2
56007,38885,0.0,0,12,4,505,1,0,1993,0,0,1,3,0,1,0,2
54076,27874,0.0,918,2,7,130,1,1,1974,0,0,3,0,1,0,0,0
34763,1327,0.0,1399,2,7,96,1,1,2012,0,0,3,0,0,0,0,2
48193,69805,0.0,1765,15,2,50,1,1,2002,0,2,1,0,0,1,0,2
58147,31532,250.0,1444,16,2,280,1,1,1990,0,0,6,0,1,1,0,0
46357,11262,0.0,0,17,3,836,0,1,1999,3,3,1,0,3,1,0,2
51339,44112,0.0,0,17,3,659,1,1,2003,2,0,3,2,0,0,1,0
40157,26801,0.0,0,1,3,660,1,0,1992,0,0,1,0,0,0,0,2
37527,13507,0.0,617,21,4,250,1,1,2000,0,0,1,0,1,1,0,0
51476,8413,0.0,1614,20,2,260,0,0,2000,6,2,1,0,0,0,1,2
33997,26175,0.0,104,60,53,1,1,1,1988,3,0,1,0,3,0,2,0
38775,19875,5.0,1538,24,30,2500,1,1,2002,0,0,2,0,0,1,0,2
33785,59228,0.0,1395,3,7,1,1,1,2013,0,0,6,0,0,0,0,0
26014,35434,18000.0,1465,2,2,200,1,0,2000,0,2,0,0,0,0,0,2
56395,7881,20000.0,1516,2,2,300,1,1,1995,0,0,6,0,0,0,0,2
46701,13067,0.0,37,80,13,230,1,0,1985,3,0,1,0,0,0,2,0
19256,57851,50.0,1013,10,2,818,1,1,2009,3,0,2,0,0,1,0,2
47301,9236,0.0,1319,10,2,601,1,1,1994,0,0,4,0,2,1,0,0
23362,33080,0.0,1369,20,2,3800,0,1,1995,2,1,3,5,4,0,1,2
43956,439,0.0,0,17,1,427,1,0,2007,2,0,4,0,0,0,1,2
33887,56397,0.0,1787,15,2,400,1,1,1990,0,0,1,0,0,1,0,0
21364,71652,0.0,48,60,53,1,1,1,2010,3,0,1,0,0,0,1,0
59119,50619,0.0,274,80,53,1020,1,1,1975,0,0,1,0,4,0,0,0
3065,35136,300.0,761,11,1,1,1,1,1985,0,0,6,0,0,0,0,2
1915,56187,500.0,1336,5,1,250,1,1,2000,0,0,6,0,0,0,0,1
40711,20898,0.0,350,80,43,250,0,1,1986,3,0,3,0,2,0,2,0
52220,43898,0.0,1622,10,3,30,0,1,1995,0,0,3,0,2,0,0,0
5038,44044,0.0,0,17,7,522,1,1,1992,2,0,4,0,1,1,1,2
47290,67203,0.0,0,12,4,672,1,0,1987,0,0,1,0,0,0,0,2
42456,41991,0.0,1160,19,1,800,0,1,1999,3,1,1,0,1,1,2,2
59225,72120,0.0,1427,16,1,360,1,0,2008,2,0,3,0,3,0,1,2
7562,27948,0.0,0,18,30,747,1,0,2000,0,0,1,0,0,0,2,2
6421,41535,20.0,62,80,23,231,1,0,2012,2,0,2,0,1,0,1,2
25407,2830,0.0,161,80,23,1,1,0,2004,0,0,1,0,0,1,0,1
15358,8920,0.0,1253,2,7,120,1,1,2002,0,0,3,0,1,1,0,0
17000,50805,500.0,1692,11,4,40,1,0,2007,0,0,6,0,0,0,0,2
23562,47993,0.0,0,14,2,433,1,1,1995,1,0,1,0,0,1,0,0
57819,17862,500.0,1417,13,1,303,1,1,1994,2,0,0,0,0,0,1,2
53387,60059,0.0,0,12,3,526,1,1,1987,0,2,6,0,2,0,0,0
8059,41167,0.0,1744,4,1,1,1,1,1992,0,0,1,0,0,0,0,2
26460,32958,0.0,65,7,2,300,0,0,2000,3,0,1,0,0,0,2,0
5073,30671,0.0,0,14,1,375,0,1,1994,4,0,1,0,0,0,0,0
14421,57609,0.0,0,18,4,425,1,1,1992,2,0,4,0,0,0,1,2
56160,52532,0.0,347,5,6,120,1,0,2007,0,0,1,0,0,1,0,2
48774,30271,0.0,0,14,3,398,1,1,1993,2,0,1,0,3,0,1,0
26516,17241,0.0,484,5,1,90,1,1,1983,1,0,1,0,0,0,0,0
22628,15086,0.0,0,12,3,335,1,1,1999,0,0,6,0,2,0,0,0
28650,34262,500.0,1496,11,4,120,1,0,1980,0,0,6,0,0,1,0,2
58347,39244,30.0,1111,13,1,586,1,1,1994,2,0,2,0,0,0,1,0
6662,8426,0.0,1416,3,4,40,0,1,1974,0,0,3,0,1,0,0,1
39308,65254,0.0,1191,4,1,1,1,1,1974,0,0,1,0,0,0,0,2
22231,30343,0.0,0,14,1,527,0,0,1989,2,0,1,0,0,0,1,0
20,48375,200.0,2216,11,4,4,1,0,2008,0,0,6,0,0,0,0,2
25860,30924,50.0,981,10,2,626,1,1,2009,3,0,2,0,0,1,0,2
31437,7965,0.0,1558,20,1,3000,1,1,1996,3,0,3,0,1,0,3,2
46255,11084,20.0,820,3,6,1,1,1,2006,0,2,2,0,1,0,0,0
21864,54819,0.0,0,17,1,816,0,0,2000,2,0,3,0,0,0,1,2
11595,67663,0.0,0,12,4,551,1,0,1999,0,0,1,0,0,1,0,0
12220,16058,0.0,1661,11,4,25,1,0,1998,0,0,1,0,1,0,0,2
32673,12608,0.0,1475,11,5,152,1,0,1978,0,0,1,0,2,0,0,0
51164,60719,25.0,479,3,3,200,1,1,2011,0,0,2,0,0,1,0,2
21227,40459,20.0,265,80,53,500,1,1,2006,2,0,2,0,0,0,1,0
58644,42741,0.0,1651,11,1,950,0,1,2011,2,0,1,0,0,0,1,2
36270,18785,0.0,1495,3,4,1,1,1,1970,0,0,6,0,0,0,0,0
13972,29366,0.0,0,18,7,344,1,1,2001,2,0,6,0,1,0,1,1
57670,50607,0.0,0,17,3,465,1,1,2007,2,0,3,2,3,0,1,2
2146,48597,0.0,179,80,13,360,1,1,2008,2,0,1,1,0,0,1,2
37923,25239,0.0,0,12,4,387,1,0,1996,0,0,1,0,1,0,0,2
29475,9836,0.0,0,17,3,428,1,0,1988,3,0,3,2,2,0,2,0
4850,44142,2000.0,1531,13,2,1,1,0,1970,4,0,4,0,2,0,0,0
6067,44668,0.0,366,60,33,500,1,0,1985,0,0,1,1,2,0,0,0
10773,65994,0.0,0,19,6,294,1,1,1999,3,0,1,0,1,1,0,2
10867,71339,0.0,385,4,2,100,1,0,2007,2,0,1,1,0,0,1,2
19800,71382,0.0,0,17,3,684,0,1,1999,3,3,1,0,3,1,2,1
6922,43693,0.0,0,18,1,500,1,1,1986,0,0,1,0,2,0,0,0
14629,6526,0.0,0,18,8,682,1,1,1984,2,0,1,0,1,0,1,0
27631,41972,0.0,1345,10,3,75,0,1,2012,0,0,3,0,0,0,3,2
2259,43825,1000.0,0,5,1,600,1,1,1995,2,0,0,0,1,0,1,0
27277,56197,0.0,310,5,1,150,1,1,2008,0,2,1,0,0,1,0,2
35443,36013,5000.0,1145,15,1,260,1,1,1988,2,0,0,1,1,0,1,2
42420,46982,500.0,1829,2,2,150,1,1,1990,0,0,4,0,1,0,0,2
58712,49183,0.0,1187,16,1,160,1,0,2010,0,0,3,0,3,0,0,0
24504,28863,0.0,0,12,3,770,1,1,1993,0,0,1,0,2,0,0,2
42821,43943,0.0,1248,20,2,10,0,0,1992,0,1,3,0,3,1,0,2
2979,38401,0.0,988,10,2,425,1,1,1978,0,0,4,0,0,1,0,1
41223,51952,50.0,399,90,33,1,1,1,1975,2,0,2,1,0,0,1,2
5705,38260,0.0,75,80,62,300,1,1,2011,2,0,3,0,0,0,1,2
3773,44450,100.0,375,8,3,259,1,0,2002,4,0,2,5,2,0,0,0
14237,40107,0.0,1429,2,2,200,1,1,2007,0,0,1,0,0,0,0,2
18232,21599,0.0,1415,2,7,350,1,0,2013,0,0,3,0,1,1,0,2
45981,1302,0.0,0,12,3,518,1,1,2001,0,2,6,0,0,0,0,2
45973,50097,50.0,50,6,2,1,1,1,2008,4,0,2,0,0,1,0,2
47977,11600,0.0,0,1,1,455,1,0,2006,4,0,2,0,0,0,0,0
24793,61275,0.0,1401,24,30,400,1,1,1993,2,0,3,0,3,0,1,0
53664,40302,0.0,2213,11,4,100,1,0,1996,0,0,4,0,0,0,0,2
7061,56318,0.0,0,14,4,308,1,1,1991,3,0,1,0,1,0,2,0
55898,18565,0.0,0,5,1,202,1,1,1975,1,0,1,0,0,0,0,0
4502,21844,0.0,0,12,1,503,1,1,1995,4,0,2,0,0,0,0,2
42847,64116,0.0,1486,16,3,230,1,0,2000,0,0,3,0,0,0,2,1
40459,64919,0.0,-3,60,60,50,1,0,1990,2,0,1,0,0,0,1,2
9178,50524,0.0,0,17,3,669,1,1,1988,2,0,3,2,3,0,1,2
54671,8947,20.0,1025,3,3,250,1,1,2011,0,0,2,0,1,0,0,1
45736,15391,0.0,1543,2,2,150,1,1,2002,0,0,1,0,1,0,0,2
23277,26486,0.0,0,19,2,342,1,1,2008,2,0,1,0,2,0,1,0
40719,60634,200.0,292,5,3,300,1,1,2006,2,0,6,0,1,0,1,2
35462,43484,0.0,0,18,3,601,1,1,1997,0,0,1,0,0,0,0,0
3001,12333,0.0,1378,3,4,90,1,1,2000,0,0,1,0,0,0,0,1
2625,40444,0.0,0,1,1,281,1,1,2001,0,0,3,0,1,0,0,2
3084,4620,0.0,0,12,2,377,1,1,2008,0,0,3,4,1,1,0,2
3467,52420,0.0,0,14,1,453,0,0,1996,2,0,1,0,3,0,1,1
1465,6337,1000.0,1690,11,3,510,1,0,2003,0,0,0,0,0,0,0,2
46817,58221,0.0,899,13,3,250,1,0,1972,4,0,1,0,0,0,0,0
28331,51086,0.0,-34,7,3,89,1,0,2010,1,1,1,0,0,0,0,2
45754,35484,0.0,0,17,3,776,1,1,2002,4,0,1,0,0,1,0,0
36373,22511,5.0,1272,3,5,75,1,1,1999,0,0,2,0,0,0,0,2
12827,60675,1000.0,1855,11,2,342,1,1,2000,2,0,0,0,0,0,1,2
24625,41717,0.0,0,17,3,364,1,1,1988,4,0,1,0,0,0,0,0
28280,71426,1000.0,1643,11,1,1,1,1,1984,0,0,6,0,2,0,0,0
26338,39178,0.0,391,9,4,350,1,1,1986,1,0,1,0,2,0,0,0
33590,62773,5000.0,1393,13,1,445,1,1,1993,3,0,0,1,0,0,1,2
23350,56908,0.0,0,19,4,652,1,1,1992,2,0,1,0,2,0,1,0
26989,53998,0.0,1313,3,2,70,1,0,1972,0,0,1,0,1,0,2,0
43694,14289,0.0,0,18,4,433,1,1,1996,2,0,4,0,1,0,1,2
13628,62266,0.0,0,17,3,668,1,1,1987,3,0,1,0,0,2,2,0
47083,49428,0.0,0,18,30,618,1,0,2003,0,0,1,0,1,0,0,0
26857,52321,50.0,1000,3,3,120,1,1,2007,1,0,2,1,1,0,0,2
33767,29164,5000.0,1639,11,4,75,1,1,1993,0,0,0,0,0,1,0,2
10895,71399,0.0,0,17,2,786,1,0,1984,3,0,3,0,2,0,1,0
43445,44570,200.0,1477,2,2,150,1,1,2005,0,0,6,0,1,0,0,0
11032,23786,0.0,1875,21,3,194,1,1,1995,2,0,1,0,0,0,1,2
39394,649,0.0,431,90,33,1,1,1,1985,3,0,1,0,2,0,2,0
19513,46506,0.0,0,17,2,486,1,0,2007,2,0,1,0,0,0,1,2
39591,23781,0.0,0,17,6,435,1,1,2001,2,0,1,0,0,0,1,2
8090,25105,0.0,0,12,7,793,1,1,2006,0,0,6,0,1,1,0,1
29448,2575,0.0,1352,2,7,68,1,1,2000,0,0,3,0,1,0,0,0
20531,27020,20.0,483,5,2,250,1,1,2004,0,0,2,0,0,1,0,2
21834,70020,0.0,0,14,2,469,1,0,1996,2,0,3,1,0,0,1,0
37376,38814,0.0,0,19,4,799,1,1,1988,3,0,1,1,0,0,2,0
55423,58796,0.0,0,14,4,356,1,1,2003,2,0,1,0,1,0,1,2
26680,49948,1000.0,1210,16,3,500,1,1,1990,2,0,0,0,0,0,1,2
28599,26986,50.0,16,7,2,250,0,0,2000,1,0,2,0,0,0,0,2
44770,19952,0.0,863,10,3,80,1,1,1994,0,0,1,0,2,0,0,0
36850,22530,50.0,3,6,1,30,1,1,2011,1,2,2,0,0,1,0,2
32876,45966,0.0,-7,6,1,1018,1,0,2005,1,3,1,0,0,0,0,2
50755,1356,0.0,1153,20,4,300,0,1,1997,3,0,3,0,0,0,2,0
38578,38047,1000.0,1671,15,3,350,1,1,1983,0,0,0,0,1,1,0,2
16212,23536,0.0,1271,16,2,530,1,1,2008,1,0,1,0,0,0,2,0
27117,33247,500.0,1522,20,2,1,1,0,1994,2,0,6,1,1,0,1,2
50928,3941,0.0,1010,5,6,40,1,1,1974,0,0,1,0,0,1,0,2
34738,44848,0.0,1199,20,4,600,0,0,1997,3,0,1,1,2,0,2,0
21188,19044,0.0,0,18,1,531,1,1,2001,0,0,1,0,0,0,0,2
38807,67555,0.0,1859,15,4,353,1,1,2009,0,0,1,0,0,1,0,2
43510,71587,300.0,1286,3,2,30,1,0,2007,0,0,6,0,1,0,0,0
2410,40340,0.0,1660,3,4,1,0,1,1976,0,0,1,0,1,0,2,0
55363,32128,0.0,1136,2,7,360,1,0,2011,0,0,3,0,1,1,0,2
3397,42009,0.0,1407,11,1,1,1,1,2009,0,0,1,0,0,0,0,2
2282,57585,0.0,0,17,3,585,1,1,2001,2,0,3,0,0,0,1,2
16294,44074,0.0,0,18,1,779,1,1,2008,0,0,1,0,0,0,0,2
7370,52051,0.0,0,1,3,654,1,0,1987,4,0,2,1,2,0,0,0
16686,64649,500.0,363,5,6,30,1,1,1980,2,0,6,0,1,0,1,2
14664,22383,500.0,1059,10,5,250,1,0,1987,2,0,6,0,2,0,1,0
1271,30106,500.0,2108,11,4,150,1,1,2008,0,0,6,0,0,0,0,2
615,57395,0.0,1253,13,2,1,0,0,2000,3,0,1,0,1,1,0,2
17002,19607,0.0,0,18,3,646,1,1,1984,3,0,1,0,0,0,3,2
17351,26834,0.0,0,5,1,289,1,1,1975,1,0,1,1,1,0,0,0
50303,12525,0.0,1401,20,2,315,0,0,2009,0,1,3,0,3,1,0,0
5029,48221,0.0,0,18,30,651,1,0,2004,0,0,1,0,0,0,2,2
56800,71412,0.0,1265,3,1,1,1,1,1962,0,2,6,0,1,0,0,0
16839,23993,0.0,1677,11,1,950,1,1,2009,2,0,1,0,0,0,1,2
23512,52222,500.0,538,5,1,250,1,1,1985,2,0,6,0,0,0,1,1
5819,67288,0.0,0,12,4,764,1,0,1996,0,0,3,0,1,0,0,2
13795,61175,0.0,0,12,2,638,1,1,2003,0,0,6,0,0,1,0,2
30606,36387,20.0,966,2,2,200,1,1,1970,0,0,2,0,1,0,0,2
49437,28961,0.0,973,21,1,345,1,1,1988,3,0,1,0,0,0,2,0
31486,42107,0.0,2116,11,4,50,1,1,2006,0,0,4,0,0,0,0,2
56566,68139,200.0,0,5,1,230,1,1,2006,1,0,2,1,0,0,0,0
3844,22560,0.0,0,1,1,711,1,0,1997,4,0,1,1,1,0,0,2
33144,63857,0.0,29,6,3,150,1,0,2004,2,0,1,1,0,0,1,2
16744,21201,0.0,0,14,4,602,1,1,2007,2,0,1,0,0,0,1,2
23601,34642,0.0,0,1,1,480,1,1,1996,0,0,1,0,0,0,0,0
2486,469,25.0,290,6,1,2300,1,0,2010,2,0,2,1,1,0,1,2
8008,53295,0.0,0,19,7,378,0,1,1997,1,1,1,0,0,1,0,0
45416,25888,0.0,1342,11,5,1,1,0,1974,0,0,1,0,2,0,0,0
